ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,mobile_usage_score,transaction_stability_score,bank_balance,total_income,emi,income_to_emi_ratio,credit_utilization,stability_score,cibil_proxy_score,Approved
169915,68956,2345803,293,1,Female,No,1,Graduate,No,Urban,505,692,391151,238871,8006.153583617747,29.832199108646876,5.317460461383971,0.750842105263158,336.4502549255701,1
86026,79864,187588,224,1,Male,No,1,Graduate,No,Rural,788,886,296833,165890,837.4464285714286,197.85402423700296,0.540859722114101,0.9218947368421053,386.7639001369058,1
106416,32324,1354417,249,1,Male,Yes,0,Graduate,No,Semiurban,560,432,672610,138740,5439.425702811245,25.501680857126406,1.874340238856368,0.6587368421052631,271.7413979443867,1
22708,89695,1962499,173,1,Male,No,0,Graduate,Yes,Semiurban,778,909,244959,112403,11343.92485549133,9.907778273700343,6.653463701734817,0.928421052631579,375.6056800716657,1
36433,111780,1623677,108,1,Male,No,1,Graduate,No,Urban,924,724,263096,148213,15034.046296296296,9.857834627121202,5.185875897488311,0.8966315789473684,370.8090890408778,1
25350,52451,2207314,192,1,Female,Yes,0,Not Graduate,No,Semiurban,563,356,423202,77801,11496.427083333334,6.76681830083361,4.664633708226085,0.6276842105263158,242.94195186299,1
28330,19673,1183370,345,1,Female,No,3+,Graduate,No,Urban,672,516,154212,48003,3430.057971014493,13.99072834254867,5.794811274557812,0.7294736842105263,276.8046527715468,0
175676,58025,1722377,221,1,Male,No,3+,Graduate,No,Urban,618,860,686767,233701,7793.56108597285,29.982573415271585,2.337749926367495,0.857263157894737,378.62848378983074,0
170768,29787,1078425,258,1,Male,Yes,2,Graduate,No,Rural,630,519,8756,200555,4179.941860465116,47.9688564666357,18.35429573149976,0.7174736842105263,311.81903967663595,1
167048,56090,2186693,55,1,Male,No,0,Graduate,No,Urban,349,915,678035,223138,39758.05454545454,5.612256190470965,3.0035547741523416,0.7954736842105263,351.87685061636563,0
25280,94023,342648,355,1,Male,Yes,2,Graduate,No,Urban,941,572,498033,119303,965.2056338028169,123.47578592607061,0.6252324221351634,0.8380000000000001,338.80311156810706,1
29364,17009,672593,97,1,Male,No,0,Graduate,No,Rural,651,522,710335,46373,6933.948453608247,6.686855758224442,0.8846008667232207,0.7253684210526316,274.8050421426773,1
66913,112090,287044,349,1,Male,No,2,Graduate,No,Urban,449,853,235048,179003,822.4756446991404,217.37497781783134,1.0070023294322359,0.8009473684210526,342.0298014720993,1
119579,33692,1770145,167,1,Male,Yes,0,Graduate,No,Semiurban,673,810,720226,153271,10599.670658682635,14.458613509934972,2.2982150693432835,0.853578947368421,355.8016844769648,0
76814,134203,620193,331,0,Female,Yes,3+,Graduate,No,Rural,558,454,690937,211017,1873.6948640483383,112.56071803830311,0.8370387765761461,0.36736842105263157,204.16936262095032,1
105198,109866,826987,322,0,Male,Yes,0,Graduate,No,Semiurban,834,807,365373,215064,2568.282608695652,83.70585597400729,1.9909503024991995,0.6031578947368421,301.4985952682109,0
47003,40887,2099769,274,1,Male,No,0,Graduate,No,Urban,793,463,226814,87890,7663.390510948905,11.467317573973485,7.585487005715029,0.7453684210526316,293.0451093075692,0
150193,84484,932447,330,0,Male,Yes,3+,Graduate,Yes,Semiurban,548,882,157664,234677,2825.5969696969696,83.02457071733116,4.490171623391633,0.5444210526315789,283.9827291725158,0
73070,16608,407289,224,1,Male,No,1,Graduate,No,Semiurban,763,304,121260,89678,1818.2544642857142,49.293818847496894,2.3781910545369613,0.6689473684210525,261.935878512734,1
27310,14960,101377,307,1,Male,Yes,2,Graduate,No,Urban,321,730,466490,42270,330.21824104234526,127.61978285669329,0.19628066371081726,0.7087368421052631,268.88622164559047,1
152398,143406,605411,71,0,Male,Yes,3+,Graduate,Yes,Rural,928,400,768358,295804,8526.915492957747,34.68655385296342,0.7397874768744241,0.46147368421052626,263.0561487497576,1
182015,120364,2290979,36,1,Male,No,1,Not Graduate,No,Rural,632,739,452567,302379,63638.305555555555,4.751450339696597,4.558554381803819,0.8107368421052632,377.0939186177433,0
17716,23163,1394104,201,0,Female,Yes,0,Graduate,Yes,Urban,725,936,771821,40879,6935.8407960199,5.893028426348612,1.69635966956308,0.6230526315789473,265.07386987580065,0
95784,42403,2487340,293,1,Female,Yes,1,Graduate,No,Urban,719,733,604589,138187,8489.215017064846,16.27603066851099,3.799849982202573,0.8356842105263158,344.14734292735307,1
168027,29650,577071,278,1,Female,Yes,2,Not Graduate,No,Semiurban,503,582,548019,197677,2075.794964028777,95.18368612399085,0.9649710126266892,0.7038947368421054,306.21932839449715,0
145640,59274,911123,195,0,Male,Yes,3+,Not Graduate,No,Semiurban,748,835,579973,204914,4672.425641025641,43.84663750743429,1.4462889679398958,0.5877894736842105,293.0045474872139,1
173461,43699,449856,193,0,Male,Yes,0,Graduate,No,Rural,558,426,742708,217160,2330.860103626943,93.12737057520404,0.5674926959233413,0.35557894736842105,200.8695976474198,1
91813,49209,1026029,224,1,Male,Yes,2,Graduate,Yes,Urban,742,653,686464,141022,4580.486607142857,30.78083864310263,1.393182830389537,0.8092631578947369,333.7608528248039,1
83868,79408,1430124,314,1,Male,No,0,Not Graduate,No,Urban,358,927,129466,163276,4554.535031847134,35.8412346428157,7.968774029621209,0.8033684210526315,339.5079601468047,0
146197,28358,2029915,304,0,Female,Yes,1,Not Graduate,No,Semiurban,394,531,467943,174555,6677.351973684211,26.13743640464403,3.9191860880444374,0.34800000000000003,187.64610940019048,0
43418,132423,951828,50,1,Female,Yes,2,Not Graduate,No,Rural,900,317,368272,175841,19036.56,9.236530311657585,2.2756196924489327,0.7176842105263157,303.7811089515562,1
59292,109147,1940251,219,0,Male,Yes,2,Graduate,Yes,Urban,778,587,703363,168439,8859.593607305937,19.009900178822654,2.575453002072042,0.4928421052631579,243.8529078013158,1
126155,114081,1584090,144,1,Male,Yes,0,Graduate,No,Rural,383,614,163327,240236,11000.625,21.836410530262576,7.425642323756486,0.6794736842105262,307.9058337650835,0
138664,25421,764940,290,0,Male,No,0,Not Graduate,No,Urban,438,827,655979,164085,2637.7241379310344,62.18346118160553,1.0835166485122079,0.4865263157894737,242.2187024773295,0
37139,106223,2284903,188,1,Male,Yes,0,Graduate,No,Urban,654,822,383026,143362,12153.739361702128,11.794740778376003,5.276595400738062,0.8526315789473684,352.94541654968407,0
109037,125436,1113900,356,0,Female,Yes,0,Graduate,No,Semiurban,303,521,745807,234473,3128.932584269663,74.91311511896727,1.3997112365184021,0.31505263157894736,190.12958771957756,0
82510,26277,419933,162,1,Male,Yes,0,Not Graduate,No,Urban,560,802,632942,108787,2592.179012345679,41.951211035599094,0.6148882335542404,0.8145263157894738,328.68872176860316,1
107822,112691,2408612,248,1,Male,No,2,Graduate,No,Semiurban,512,393,275971,220513,9712.145161290322,22.70253314846027,7.38903767513061,0.6271578947368421,280.21804515576287,0
192309,53652,2287912,49,0,Male,No,0,Graduate,No,Urban,387,422,675942,245961,46692.08163265306,5.267611204911272,3.1516457237630555,0.29989473684210527,186.29718091249316,1
29172,118136,171376,336,1,Male,No,0,Graduate,No,Semiurban,494,692,149937,147308,510.04761904761904,288.2471114424152,0.8571500022507089,0.7473684210526317,311.22333896779384,0
199160,71760,2261100,65,1,Male,No,2,Graduate,No,Urban,490,760,3331,270920,34786.153846153844,7.787932326919973,42.39747988974518,0.7747368421052632,354.8239334805626,0
98172,120331,2371075,143,1,Female,No,0,Graduate,No,Rural,343,824,405458,218503,16580.944055944055,13.177164225305308,5.205913607840898,0.7552631578947369,333.99444554593003,0
157839,22113,2081264,303,1,Male,No,0,Graduate,No,Rural,711,704,311602,179952,6868.858085808581,26.19442756346541,5.7556761301099,0.8209473684210526,348.95201342718957,0
93527,58362,674741,348,1,Male,Yes,3+,Graduate,No,Semiurban,477,383,100591,151889,1938.91091954023,78.29689418728493,4.4806196917478465,0.6118947368421053,256.2166771830399,0
72527,41014,1596650,180,0,Male,No,0,Graduate,Yes,Semiurban,320,738,795254,113541,8870.277777777777,12.798719963928534,1.8889588218452678,0.4117894736842106,198.72712601991935,0
157560,37254,1368690,180,0,Male,No,0,Graduate,No,Rural,314,579,31251,194814,7603.833333333333,25.617129457143484,16.845208058977736,0.3429473684210526,191.32352457213315,0
142218,46249,1569359,28,0,Male,No,1,Not Graduate,No,Urban,927,472,471451,188467,56048.53571428572,3.362507781700753,3.0096001350078914,0.4914736842105263,247.57014809272547,1
41650,57365,1560287,352,1,Male,Yes,0,Graduate,No,Rural,376,520,208814,99015,4432.633522727273,22.33269833702733,6.02860355313082,0.6376842105263159,253.7931419739329,0
145500,19091,1616071,17,0,Male,No,0,Not Graduate,Yes,Semiurban,890,826,236956,164591,95063.0,1.7313704451737777,5.631772815344513,0.6288421052631579,298.67551412040183,0
154319,106062,1309301,21,1,Male,Yes,0,Graduate,No,Rural,408,415,168873,260381,62347.666666666664,4.176207991617035,5.982012399884865,0.603578947368421,281.4535522427372,1
86750,82535,1741714,176,1,Female,No,0,Graduate,No,Urban,354,663,311195,169285,9896.102272727272,17.104501432352215,4.8220877919129554,0.6909473684210525,294.3732885326186,1
186245,124390,1340186,13,1,Female,Yes,2,Not Graduate,No,Urban,654,353,533896,310635,103091.23076923077,3.013175655257167,2.2952477838519187,0.6551578947368422,314.44458447783313,0
133564,105754,90381,69,1,Female,Yes,0,Not Graduate,No,Urban,864,771,258050,239318,1309.8695652173913,182.56431177446103,0.2933971757831521,0.8974736842105264,395.2666972268613,0
76721,22356,136440,230,1,Male,No,0,Graduate,Yes,Urban,346,397,577328,99077,593.2173913043479,166.73527474939635,0.21749387880024484,0.576421052631579,228.53429280766903,1
16984,10489,2397326,257,1,Female,Yes,0,Graduate,No,Urban,513,910,358078,27473,9328.11673151751,2.944866142277452,5.874675919799646,0.8451578947368421,320.53164282633804,1
139867,63421,2277663,115,1,Male,Yes,3+,Graduate,Yes,Rural,789,873,628167,203288,19805.765217391305,10.263563876725476,3.358557700389432,0.9167368421052631,394.35597884761773,1
53675,72168,1484729,288,1,Male,Yes,0,Graduate,No,Urban,343,856,355589,125843,5155.309027777777,24.405635760398706,3.660673736220657,0.7687368421052632,315.4567640299514,1
154957,36037,477744,223,1,Male,No,2,Graduate,Yes,Urban,410,526,292458,190994,2142.3497757847535,89.11004734636491,1.3950440637976045,0.6509473684210527,283.0534248161323,0
112141,117331,1964591,91,1,Male,No,0,Graduate,No,Urban,498,808,405490,229472,21588.91208791209,10.628667641888102,4.31313750027443,0.7974736842105263,353.42684063063507,0
101344,87237,401061,259,1,Female,No,3+,Graduate,No,Semiurban,824,387,549255,188581,1548.4980694980695,121.70457241104356,0.6692660052899017,0.723157894736842,309.8498447870145,0
45293,112198,974340,218,0,Male,Yes,0,Not Graduate,No,Semiurban,825,488,371604,157491,4469.4495412844035,35.22934294315988,2.311031204637527,0.46599999999999997,229.55098316029557,1
146628,16351,858156,294,1,Male,No,0,Graduate,No,Urban,761,386,724917,162979,2918.8979591836733,55.81667656823345,1.1074166652686674,0.7028421052631579,295.13059244326223,0
45692,122260,80373,65,0,Female,No,1,Not Graduate,No,Rural,732,335,412890,167952,1236.5076923076922,135.71794425520278,0.17363304456782389,0.3722105263157895,193.87604560729162,0
92284,30913,2027175,92,1,Male,Yes,0,Not Graduate,No,Rural,316,538,236823,123197,22034.510869565216,5.590839292505625,7.067686343145424,0.6263157894736842,255.7424881256639,1
169716,67236,1298849,117,1,Female,Yes,2,Not Graduate,Yes,Urban,455,673,22391,236952,11101.273504273504,21.342655619931545,17.942133690652152,0.7270526315789474,326.37536057170473,1
185267,65905,824819,130,0,Female,Yes,1,Graduate,No,Rural,899,860,314030,251172,6344.761538461538,39.58106501129161,2.2657995220174163,0.646,328.3046324382839,0
197989,123083,1292615,321,1,Female,Yes,1,Graduate,No,Urban,767,322,43541,321072,4026.8380062305296,79.71323561259025,13.81869982146866,0.6777894736842105,325.8633949891894,0
192232,41527,50002,266,1,Female,Yes,0,Graduate,No,Semiurban,456,564,28611,233759,187.97744360902254,1236.9677329513806,0.6360687435600616,0.6814736842105262,306.5935926342936,1
117854,36112,1120623,201,0,Male,Yes,2,Graduate,No,Rural,760,764,296915,153966,5575.238805970149,27.611084345088972,3.2302523672945824,0.5616842105263158,268.80773011320053,1
52088,50944,1322972,200,1,Male,Yes,0,Graduate,No,Rural,770,431,232268,103032,6614.86,15.57348553324889,4.686935819859141,0.7246315789473684,288.51455970164375,1
170227,54121,882306,320,1,Female,Yes,3+,Not Graduate,No,Urban,782,778,707953,224348,2757.20625,81.3383698191533,1.1640642625598157,0.8745263157894736,382.3420523715386,1
163301,27252,2084432,167,1,Female,Yes,2,Graduate,Yes,Semiurban,937,670,584123,190553,12481.62874251497,15.265454411136147,3.2871099140072193,0.8780000000000001,374.01354549875106,1
198209,26453,662073,90,1,Male,No,1,Graduate,No,Urban,651,665,632665,224662,7356.366666666667,30.535653607948497,0.9698358638570895,0.7855789473684209,346.2738485294926,1
135425,34700,387670,59,1,Male,Yes,2,Not Graduate,Yes,Semiurban,338,381,436369,170125,6570.677966101695,25.88760448663886,0.797069714558288,0.5671578947368421,243.24210628001146,1
41195,70122,1342484,126,1,Male,Yes,1,Not Graduate,No,Semiurban,832,409,88122,111317,10654.63492063492,10.446773076321493,9.719552279868521,0.7349473684210526,294.57277998396495,1
108036,51503,2223827,239,1,Male,No,1,Graduate,No,Urban,309,870,680804,159539,9304.715481171548,17.144194911481943,3.0429869020968687,0.7638947368421052,322.43448166822486,0
97925,58809,969431,175,1,Male,Yes,0,Graduate,No,Rural,716,869,395864,156734,5539.605714285714,28.28824285328267,2.17427511528179,0.8919999999999999,372.40378669032367,0
170945,107858,164231,158,1,Female,Yes,1,Graduate,No,Semiurban,817,594,343257,278803,1039.4367088607594,267.9672849156574,0.41761748678345206,0.8081052631578949,368.7024338409172,0
87625,36139,2426333,179,1,Female,Yes,0,Not Graduate,No,Urban,381,687,483669,123764,13554.932960893855,9.129876959190804,4.546512913435107,0.7095789473684211,290.0901901051541,1
75789,136483,1138529,351,1,Male,Yes,0,Graduate,No,Rural,818,652,130970,212272,3243.672364672365,65.4217055352627,6.291258219594408,0.8328421052631578,361.646286755448,0
29809,112767,473671,359,1,Male,Yes,2,Graduate,No,Semiurban,826,634,384951,142576,1319.41782729805,107.97794232432547,1.0890215219645432,0.8277894736842106,341.3406656574807,1
169559,26203,1558256,68,1,Male,Yes,0,Graduate,No,Urban,725,762,484617,195762,22915.529411764706,8.542392981177214,2.914714646185961,0.8497894736842107,364.97047602990506,1
154736,47077,833180,51,1,Male,Yes,1,Graduate,No,Semiurban,510,668,558053,201813,16336.862745098038,12.35247248362099,1.3702423966331883,0.7423157894736843,323.2217453030886,0
22627,27532,2347589,97,1,Male,Yes,0,Not Graduate,No,Rural,431,381,400137,50159,24201.94845360825,2.0724334514922353,5.215276682432237,0.5965263157894737,223.61628498985507,0
95249,40920,770203,308,1,Male,No,0,Graduate,No,Rural,758,353,797810,136169,2500.659090909091,54.43147729234235,0.9084618015829018,0.688,281.9966593389736,1
103747,54824,1397832,171,1,Male,Yes,2,Graduate,No,Urban,402,852,792164,158571,8174.456140350877,19.39598198287128,1.659809728271453,0.7856842105263158,330.65732026408637,0
101825,19633,1381107,312,1,Male,Yes,0,Graduate,No,Semiurban,738,781,77179,121458,4426.625,27.431862454476157,10.859552284575283,0.8618947368421053,350.564483289097,0
185002,2165,643981,237,0,Male,Yes,1,Graduate,No,Rural,410,429,66287,187167,2717.2194092827003,68.85647249843997,5.537858918021791,0.3101052631578948,175.0815015789032,1
42874,65823,1273236,204,1,Male,No,1,Not Graduate,Yes,Rural,518,339,412427,108697,6241.35294117647,17.41282510365624,2.7533772898208797,0.6063157894736841,242.39027700995388,0
71673,105148,317226,109,1,Male,No,2,Graduate,No,Urban,629,442,662273,176821,2910.330275229358,60.73546567507523,0.4453713674391701,0.6847368421052631,292.0363963235145,1
48471,45444,1627164,131,1,Male,No,0,Not Graduate,No,Semiurban,405,675,409897,93915,12421.099236641221,7.560316353211926,3.538105271397726,0.7121052631578948,283.2146056504763,0
60155,129068,1907879,63,0,Male,Yes,2,Not Graduate,No,Rural,816,679,173663,189223,30283.79365079365,6.248119177626993,8.530150270719789,0.543578947368421,270.117084065379,0
182814,55390,2377504,192,1,Male,Yes,0,Graduate,No,Urban,751,410,449903,238204,12382.833333333334,19.23507799146737,4.755930650546206,0.7097894736842105,317.6765032142475,1
189033,135119,848162,109,1,Male,No,0,Not Graduate,No,Semiurban,310,414,754498,324152,7781.302752293578,41.652453048613005,1.0542748397137096,0.5722105263157895,285.6407267296298,0
23260,35399,748791,113,1,Male,Yes,0,Graduate,No,Semiurban,851,435,133573,58659,6626.469026548672,8.850890100733873,4.078982203265186,0.7518947368421052,287.7805121956161,0
131936,80900,1394582,25,0,Female,No,0,Graduate,No,Semiurban,765,588,356399,212836,55783.28,3.815340092226699,3.4315586406462613,0.48915789473684207,253.9682072429832,1
58077,114473,1747290,290,1,Male,Yes,1,Graduate,No,Semiurban,844,451,510686,172550,6025.137931034483,28.63359617299351,3.11634319387322,0.7564210526315789,319.3738122769492,0
50623,8855,2481538,338,1,Male,Yes,0,Graduate,No,Urban,691,596,314609,59478,7341.828402366864,8.100148436102367,6.806025084405486,0.769157894736842,296.1688594993242,0
69030,139500,111348,185,1,Male,Yes,0,Graduate,No,Rural,707,309,35472,208530,601.8810810810811,345.889109052926,1.302742418569824,0.6533684210526316,286.7715057902765,1
50961,54743,633848,198,0,Female,Yes,1,Graduate,Yes,Urban,549,908,535726,105704,3201.252525252525,33.00926431205307,1.0821578690377411,0.5556842105263158,255.06060853620767,0
105686,74689,692851,334,1,Female,No,0,Not Graduate,No,Rural,447,879,592898,180375,2074.4041916167666,86.91078139313458,1.0776997284172607,0.8112631578947369,346.68720379284093,1
199187,94265,675685,189,1,Male,Yes,0,Graduate,Yes,Semiurban,453,520,524124,293452,3575.05291005291,82.0603070986604,1.176897325316482,0.662,314.06845905705757,1
123492,96449,1186113,228,1,Male,Yes,0,Not Graduate,No,Urban,505,822,530527,219941,5202.25,42.26992744919041,2.0431659509376825,0.805578947368421,354.2690406896811,0
